Date,Team_1,Team_2,Venue,MatchCode,GroundCode
1988-03-15,PAK,WIN,Away,567,52
1988-03-18,PAK,WIN,Away,568,51
1988-03-20,PAK,WIN,Away,569,51
1988-03-30,PAK,WIN,Away,570,6
1993-03-23,PAK,WIN,Away,886,53
1993-03-26,PAK,WIN,Away,887,51
1993-03-27,PAK,WIN,Away,888,51
1993-03-30,PAK,WIN,Away,889,78
1993-04-03,PAK,WIN,Away,890,6
2000-04-12,PAK,WIN,Away,1678,78
2000-04-16,PAK,WIN,Away,1680,168
2000-04-19,PAK,WIN,Away,1681,32
2000-04-22,PAK,WIN,Away,1682,51
2000-04-23,PAK,WIN,Away,1683,51
2005-05-18,PAK,WIN,Away,2344,78
2005-05-21,PAK,WIN,Away,2345,176
2005-05-22,PAK,WIN,Away,2346,176
2007-03-13,PAK,WIN,Away,2638,53
2011-04-23,PAK,WIN,Away,3287,176
2011-04-25,PAK,WIN,Away,3288,176
2011-04-28,PAK,WIN,Away,3289,32
2011-05-05,PAK,WIN,Away,3291,202
2013-07-14,PAK,WIN,Away,3531,202
2013-07-16,PAK,WIN,Away,3532,202
2013-07-19,PAK,WIN,Away,3533,176
2013-07-24,PAK,WIN,Away,3538,176
2017-04-07,PAK,WIN,Away,4017,202
2017-04-09,PAK,WIN,Away,4018,202
2017-04-11,PAK,WIN,Away,4019,202
1975-06-11,PAK,WIN,Neutral,74,19
1979-06-20,PAK,WIN,Neutral,122,59
1981-11-21,PAK,WIN,Neutral,172,42
1981-12-05,PAK,WIN,Neutral,175,1
1982-01-12,PAK,WIN,Neutral,182,58
1983-06-22,PAK,WIN,Neutral,276,59
1984-01-12,PAK,WIN,Neutral,287,42
1984-01-14,PAK,WIN,Neutral,35,68
1984-01-19,PAK,WIN,Neutral,291,58
1984-01-28,PAK,WIN,Neutral,295,1
1984-02-04,PAK,WIN,Neutral,298,65
1985-03-06,PAK,WIN,Neutral,371,42
1985-11-15,PAK,WIN,Neutral,393,156
1986-11-28,PAK,WIN,Neutral,457,156
1986-12-30,PAK,WIN,Neutral,467,65
1988-10-18,PAK,WIN,Neutral,584,156
1988-10-22,PAK,WIN,Neutral,587,156
1988-12-10,PAK,WIN,Neutral,600,1
1988-12-17,PAK,WIN,Neutral,604,5
1989-01-01,PAK,WIN,Neutral,605,65
1989-01-07,PAK,WIN,Neutral,608,68
1989-10-14,PAK,WIN,Neutral,631,156
1989-10-17,PAK,WIN,Neutral,237,156
1989-10-25,PAK,WIN,Neutral,641,10
1989-11-01,PAK,WIN,Neutral,649,17
1991-10-17,PAK,WIN,Neutral,740,156
1991-10-21,PAK,WIN,Neutral,743,156
1992-02-23,PAK,WIN,Neutral,778,42
1992-12-04,PAK,WIN,Neutral,828,65
1992-12-12,PAK,WIN,Neutral,832,1
1992-12-17,PAK,WIN,Neutral,835,58
1993-01-09,PAK,WIN,Neutral,836,68
1993-02-19,PAK,WIN,Neutral,870,34
1993-02-25,PAK,WIN,Neutral,873,45
1993-02-27,PAK,WIN,Neutral,874,66
1993-10-29,PAK,WIN,Neutral,901,156
1993-11-01,PAK,WIN,Neutral,903,156
1993-11-05,PAK,WIN,Neutral,906,156
1995-10-13,PAK,WIN,Neutral,1073,156
1995-10-15,PAK,WIN,Neutral,1074,156
1996-12-17,PAK,WIN,Neutral,1220,1
1997-01-03,PAK,WIN,Neutral,1222,68
1997-01-10,PAK,WIN,Neutral,1225,65
1997-01-14,PAK,WIN,Neutral,1227,58
1997-01-18,PAK,WIN,Neutral,1229,58
1997-01-20,PAK,WIN,Neutral,1230,42
1997-12-12,PAK,WIN,Neutral,1344,156
1998-10-29,PAK,WIN,Neutral,1439,15
1999-05-16,PAK,WIN,Neutral,1530,149
1999-09-16,PAK,WIN,Neutral,1586,117
1999-09-18,PAK,WIN,Neutral,1587,117
1999-09-19,PAK,WIN,Neutral,1588,117
1999-10-14,PAK,WIN,Neutral,1600,156
1999-10-19,PAK,WIN,Neutral,1604,156
2002-02-14,PAK,WIN,Neutral,1892,156
2002-02-15,PAK,WIN,Neutral,1893,156
2002-02-17,PAK,WIN,Neutral,1895,156
2004-09-22,PAK,WIN,Neutral,2277,184
2005-01-19,PAK,WIN,Neutral,2304,68
2005-01-28,PAK,WIN,Neutral,2311,1
2005-02-01,PAK,WIN,Neutral,2316,65
2008-11-12,PAK,WIN,Neutral,2894,192
2008-11-14,PAK,WIN,Neutral,2897,192
2008-11-16,PAK,WIN,Neutral,2898,192
2009-09-23,PAK,WIN,Neutral,3021,66
2011-03-23,PAK,WIN,Neutral,3277,198
2013-06-07,PAK,WIN,Neutral,3506,59
2015-02-21,PAK,WIN,Neutral,3757,228
2016-10-02,PAK,WIN,Neutral,3943,156
2016-10-05,PAK,WIN,Neutral,3944,192
2019-05-31,PAK,WIN,Neutral,4304,60
1993-12-24,PAK,ZIM,Home,938,44
1993-12-25,PAK,ZIM,Home,939,72
1993-12-27,PAK,ZIM,Home,940,35
1996-10-30,PAK,ZIM,Home,1204,171
1996-11-01,PAK,ZIM,Home,1205,35
1998-11-20,PAK,ZIM,Home,1453,43
1998-11-22,PAK,ZIM,Home,1454,77
1998-11-24,PAK,ZIM,Home,1455,72
2004-09-30,PAK,ZIM,Home,2279,175
2004-10-03,PAK,ZIM,Home,2280,76
2008-01-21,PAK,ZIM,Home,2774,44
2008-01-24,PAK,ZIM,Home,2775,46
2008-01-27,PAK,ZIM,Home,2777,175
2008-01-30,PAK,ZIM,Home,2779,29
2008-02-02,PAK,ZIM,Home,2781,77
2015-05-26,PAK,ZIM,Home,3801,35
2015-05-29,PAK,ZIM,Home,3802,35
1993-03-02,PAK,ZIM,Away,875,26
1995-02-22,PAK,ZIM,Away,1047,26
1995-02-25,PAK,ZIM,Away,1048,26
1995-02-26,PAK,ZIM,Away,1049,26
1998-03-28,PAK,ZIM,Away,1371,26
1998-03-29,PAK,ZIM,Away,1372,26
2002-11-23,PAK,ZIM,Away,1985,73
2002-11-27,PAK,ZIM,Away,1989,26
2002-11-30,PAK,ZIM,Away,1992,26
2002-12-01,PAK,ZIM,Away,1994,26
2011-09-08,PAK,ZIM,Away,3324,73
2011-09-11,PAK,ZIM,Away,3326,26
2011-09-14,PAK,ZIM,Away,3330,26
2013-08-27,PAK,ZIM,Away,3546,26
2013-08-29,PAK,ZIM,Away,3549,26
2013-08-31,PAK,ZIM,Away,3550,26
2015-10-01,PAK,ZIM,Away,3836,26
2015-10-05,PAK,ZIM,Away,3838,26
2018-07-13,PAK,ZIM,Away,4172,73
2018-07-16,PAK,ZIM,Away,4174,73
2018-07-18,PAK,ZIM,Away,4176,73
2018-07-20,PAK,ZIM,Away,4177,73
2018-07-22,PAK,ZIM,Away,4178,73
1992-02-27,PAK,ZIM,Neutral,781,5
1993-02-01,PAK,ZIM,Neutral,861,156
1997-04-06,PAK,ZIM,Neutral,1266,156
1997-04-09,PAK,ZIM,Neutral,1269,156
1999-06-11,PAK,ZIM,Neutral,1562,59
2000-04-05,PAK,ZIM,Neutral,1677,52
2000-04-15,PAK,ZIM,Neutral,1679,168
2001-10-28,PAK,ZIM,Neutral,1853,156
2001-10-31,PAK,ZIM,Neutral,1855,156
2003-04-03,PAK,ZIM,Neutral,2082,156
2003-04-10,PAK,ZIM,Neutral,2088,156
2015-03-01,PAK,ZIM,Neutral,3770,68
2007-03-20,SCO,SAF,Neutral,2652,193
2011-07-13,SCO,SRL,Home,3308,153
2015-03-11,SCO,SRL,Neutral,3782,5
1999-05-27,SCO,WIN,Neutral,1548,122
2017-06-17,SCO,ZIM,Home,4049,153
2018-03-12,SCO,ZIM,Away,4153,73
1994-12-15,SAF,SRL,Home,1030,80
1998-04-05,SAF,SRL,Home,1386,66
1998-04-13,SAF,SRL,Home,1390,57
1998-04-19,SAF,SRL,Home,1393,80
2000-12-15,SAF,SRL,Home,1751,57
2000-12-17,SAF,SRL,Home,40,107
2001-01-09,SAF,SRL,Home,1753,106
2001-01-11,SAF,SRL,Home,1754,45
2001-01-14,SAF,SRL,Home,1755,80
2002-11-27,SAF,SRL,Home,1988,66
2002-12-01,SAF,SRL,Home,1993,166
2002-12-04,SAF,SRL,Home,1997,130
2002-12-06,SAF,SRL,Home,1998,80
2012-01-11,SAF,SRL,Home,3361,106
2012-01-14,SAF,SRL,Home,3362,107
2012-01-20,SAF,SRL,Home,3364,130
2012-01-22,SAF,SRL,Home,3365,66
2017-01-28,SAF,SRL,Home,3983,57
2017-02-01,SAF,SRL,Home,3985,34
2017-02-04,SAF,SRL,Home,3987,66
2017-02-07,SAF,SRL,Home,3989,45
2017-02-10,SAF,SRL,Home,3990,75
2019-03-03,SAF,SRL,Home,4261,66
2019-03-06,SAF,SRL,Home,4264,75
2019-03-13,SAF,SRL,Home,4271,57
1993-09-02,SAF,SRL,Away,898,33
1993-09-04,SAF,SRL,Away,899,33
2000-07-06,SAF,SRL,Away,1695,79
2000-07-11,SAF,SRL,Away,1698,56
2000-07-14,SAF,SRL,Away,1802,33
2004-08-20,SAF,SRL,Away,2251,33
2004-08-22,SAF,SRL,Away,2253,33
2004-08-25,SAF,SRL,Away,2255,169
2004-08-28,SAF,SRL,Away,2257,169
2004-08-31,SAF,SRL,Away,2259,56
2013-07-20,SAF,SRL,Away,3534,33
2013-07-26,SAF,SRL,Away,3540,215
2013-07-28,SAF,SRL,Away,3542,215
2013-07-31,SAF,SRL,Away,3543,33
2014-07-06,SAF,SRL,Away,3646,33
2014-07-09,SAF,SRL,Away,3647,215
2014-07-12,SAF,SRL,Away,3648,217
2018-07-29,SAF,SRL,Away,4182,169
2018-08-01,SAF,SRL,Away,4183,169
2018-08-05,SAF,SRL,Away,4186,215
2018-08-12,SAF,SRL,Away,4188,33
1992-03-02,SAF,SRL,Neutral,788,4
1993-11-19,SAF,SRL,Neutral,914,138
1996-10-01,SAF,SRL,Neutral,1189,159
1997-11-06,SAF,SRL,Neutral,1325,35
1997-11-08,SAF,SRL,Neutral,1326,35
1998-08-14,SAF,SRL,Neutral,1422,60
1999-05-19,SAF,SRL,Neutral,1534,116
2002-08-15,SAF,SRL,Neutral,33,177
2002-08-19,SAF,SRL,Neutral,1951,177
2002-08-21,SAF,SRL,Neutral,1952,177
2006-01-17,SAF,SRL,Neutral,2414,68
2006-01-24,SAF,SRL,Neutral,2417,1
2006-01-31,SAF,SRL,Neutral,2420,65
2006-02-07,SAF,SRL,Neutral,2424,5
2006-10-24,SAF,SRL,Neutral,2539,24
2007-03-28,SAF,SRL,Neutral,2663,202
2015-03-18,SAF,SRL,Neutral,3790,58
2017-06-03,SAF,SRL,Neutral,4033,59
2019-06-28,SAF,SRL,Neutral,4339,154
1993-02-11,SAF,WIN,Home,866,57
1993-02-17,SAF,WIN,Home,869,45
1993-02-23,SAF,WIN,Home,872,80
1999-01-22,SAF,WIN,Home,1480,66
1999-01-24,SAF,WIN,Home,1481,107
1999-01-27,SAF,WIN,Home,1482,34
1999-01-30,SAF,WIN,Home,1483,57
1999-02-02,SAF,WIN,Home,1484,45
1999-02-05,SAF,WIN,Home,1485,80
1999-02-07,SAF,WIN,Home,1486,75
2003-02-09,SAF,WIN,Home,2028,45
2004-01-25,SAF,WIN,Home,2178,45
2004-01-28,SAF,WIN,Home,2180,57
2004-01-30,SAF,WIN,Home,2182,34
2004-02-01,SAF,WIN,Home,2184,75
2004-02-04,SAF,WIN,Home,2186,66
2008-01-20,SAF,WIN,Home,2773,75
2008-01-25,SAF,WIN,Home,2776,45
2008-01-27,SAF,WIN,Home,2778,57
2008-02-01,SAF,WIN,Home,2780,34
2015-01-18,SAF,WIN,Home,3732,66
2015-01-21,SAF,WIN,Home,3736,107
2015-01-25,SAF,WIN,Home,3740,57
2015-01-28,SAF,WIN,Home,3742,75
1992-04-07,SAF,WIN,Away,814,53
1992-04-11,SAF,WIN,Away,815,51
1992-04-12,SAF,WIN,Away,816,51
2001-04-28,SAF,WIN,Away,1663,53
2001-05-02,SAF,WIN,Away,1596,52
2001-05-05,SAF,WIN,Away,1582,168
2001-05-06,SAF,WIN,Away,1581,168
2001-05-09,SAF,WIN,Away,1580,32
2001-05-12,SAF,WIN,Away,1525,51
2001-05-16,SAF,WIN,Away,1487,78
2005-05-07,SAF,WIN,Away,2339,53
2005-05-11,SAF,WIN,Away,2341,32
2005-05-14,SAF,WIN,Away,2342,51
2005-05-15,SAF,WIN,Away,2343,51
2007-04-10,SAF,WIN,Away,2674,168
2010-05-24,SAF,WIN,Away,3110,201
2010-05-28,SAF,WIN,Away,3112,210
2010-05-30,SAF,WIN,Away,3114,210
2010-06-03,SAF,WIN,Away,3117,51
2016-06-03,SAF,WIN,Away,3892,202
2016-06-15,SAF,WIN,Away,3900,193
2016-06-24,SAF,WIN,Away,3907,32
1992-03-05,SAF,WIN,Neutral,791,37
1993-11-14,SAF,WIN,Neutral,910,7
1996-03-11,SAF,WIN,Neutral,1146,44
1997-11-03,SAF,WIN,Neutral,1322,35
1998-11-01,SAF,WIN,Neutral,1442,15
2004-09-18,SAF,WIN,Neutral,2274,59
2006-11-02,SAF,WIN,Neutral,2546,54
2011-02-24,SAF,WIN,Neutral,3241,22
2015-02-27,SAF,WIN,Neutral,3766,58
1997-01-25,SAF,ZIM,Home,1235,75
1997-01-29,SAF,ZIM,Home,1239,45
1997-01-31,SAF,ZIM,Home,1240,66
2000-01-21,SAF,ZIM,Home,1639,66
2000-02-02,SAF,ZIM,Home,1644,34
2000-02-06,SAF,ZIM,Home,1624,57
2005-02-25,SAF,ZIM,Home,2327,66
2005-02-27,SAF,ZIM,Home,2329,34
2005-03-02,SAF,ZIM,Home,2331,57
2006-09-15,SAF,ZIM,Home,2518,80
2006-09-18,SAF,ZIM,Home,2522,107
2006-09-20,SAF,ZIM,Home,2524,150
2009-11-08,SAF,ZIM,Home,3053,166
2009-11-10,SAF,ZIM,Home,3055,75
2010-10-15,SAF,ZIM,Home,3189,80
2010-10-17,SAF,ZIM,Home,3192,150
2010-10-22,SAF,ZIM,Home,3194,166
2018-09-30,SAF,ZIM,Home,4206,130
2018-10-03,SAF,ZIM,Home,4207,80
2018-10-06,SAF,ZIM,Home,4208,106
1995-10-21,SAF,ZIM,Away,1078,26
1995-10-22,SAF,ZIM,Away,1079,26
2001-09-23,SAF,ZIM,Away,1833,73
2001-09-29,SAF,ZIM,Away,1834,26
2001-09-30,SAF,ZIM,Away,1835,26
2007-08-22,SAF,ZIM,Away,2723,73
2007-08-25,SAF,ZIM,Away,2725,26
2007-08-26,SAF,ZIM,Away,2726,26
2014-08-17,SAF,ZIM,Away,3653,73
2014-08-19,SAF,ZIM,Away,3654,73
2014-08-21,SAF,ZIM,Away,3656,73
2014-08-29,SAF,ZIM,Away,3665,26
2014-09-04,SAF,ZIM,Away,3671,26
1992-03-10,SAF,ZIM,Neutral,799,132
1999-05-29,SAF,ZIM,Neutral,1551,115
1999-09-28,SAF,ZIM,Neutral,1591,170
2003-06-29,SAF,ZIM,Neutral,2119,160
2003-07-05,SAF,ZIM,Neutral,2122,158
2003-07-10,SAF,ZIM,Neutral,2125,184
2015-02-15,SAF,ZIM,Neutral,3750,61
1993-12-01,SRL,WIN,Home,920,49
1993-12-16,SRL,WIN,Home,921,33
1993-12-18,SRL,WIN,Home,922,56
2001-12-11,SRL,WIN,Home,1863,33
2001-12-15,SRL,WIN,Home,1865,2
2005-08-02,SRL,WIN,Home,2362,169
2005-08-06,SRL,WIN,Home,2364,33
2011-02-06,SRL,WIN,Home,3234,56
2020-02-22,SRL,WIN,Home,4413,56
2020-02-26,SRL,WIN,Home,4414,217
2020-03-01,SRL,WIN,Home,4417,215
1996-04-13,SRL,WIN,Away,1167,51
1997-06-06,SRL,WIN,Away,1287,51
2003-06-07,SRL,WIN,Away,2111,32
2003-06-08,SRL,WIN,Away,2112,32
2007-04-01,SRL,WIN,Away,2667,202
2008-04-10,SRL,WIN,Away,2809,51
2008-04-15,SRL,WIN,Away,2813,176
2013-06-28,SRL,WIN,Away,3520,53
2013-07-07,SRL,WIN,Away,3527,51
1975-06-07,SRL,WIN,Neutral,70,47
1985-01-10,SRL,WIN,Neutral,338,162
1985-01-12,SRL,WIN,Neutral,340,68
1985-01-17,SRL,WIN,Neutral,344,58
1985-01-26,SRL,WIN,Neutral,350,1
1985-02-02,SRL,WIN,Neutral,354,65
1985-02-27,SRL,WIN,Neutral,367,42
1986-12-03,SRL,WIN,Neutral,460,156
1987-10-13,SRL,WIN,Neutral,515,44
1987-10-21,SRL,WIN,Neutral,522,23
1989-10-19,SRL,WIN,Neutral,634,136
1992-03-13,SRL,WIN,Neutral,803,105
1993-10-28,SRL,WIN,Neutral,900,156
1993-11-03,SRL,WIN,Neutral,905,156
1993-11-09,SRL,WIN,Neutral,908,67
1993-11-25,SRL,WIN,Neutral,918,17
1995-10-11,SRL,WIN,Neutral,1071,156
1995-10-16,SRL,WIN,Neutral,1075,156
1995-10-20,SRL,WIN,Neutral,1077,156
1995-12-15,SRL,WIN,Neutral,47,1
1996-01-03,SRL,WIN,Neutral,1094,5
1996-01-05,SRL,WIN,Neutral,1095,68
1996-01-14,SRL,WIN,Neutral,1099,65
1997-11-01,SRL,WIN,Neutral,1320,35
1999-10-13,SRL,WIN,Neutral,1599,156
1999-10-17,SRL,WIN,Neutral,1602,156
2000-10-04,SRL,WIN,Neutral,1721,170
2003-02-28,SRL,WIN,Neutral,2060,45
2006-10-14,SRL,WIN,Neutral,2532,7
2016-11-16,SRL,WIN,Neutral,3960,26
2016-11-23,SRL,WIN,Neutral,3963,73
2019-07-01,SRL,WIN,Neutral,4344,154
1996-02-21,SRL,ZIM,Home,1121,56
1996-09-03,SRL,ZIM,Home,1175,56
1998-01-22,SRL,ZIM,Home,1359,56
1998-01-24,SRL,ZIM,Home,1360,33
1998-01-26,SRL,ZIM,Home,1361,56
2001-12-08,SRL,ZIM,Home,1861,56
2001-12-12,SRL,ZIM,Home,1864,33
2011-03-10,SRL,ZIM,Home,3260,215
2017-06-30,SRL,ZIM,Home,4054,79
2017-07-02,SRL,ZIM,Home,4055,79
2017-07-06,SRL,ZIM,Home,4058,217
2017-07-10,SRL,ZIM,Home,4060,217
1994-11-03,SRL,ZIM,Away,1014,26
1994-11-05,SRL,ZIM,Away,1015,26
1994-11-06,SRL,ZIM,Away,1016,26
1999-12-11,SRL,ZIM,Away,1614,73
1999-12-12,SRL,ZIM,Away,1615,73
1999-12-15,SRL,ZIM,Away,1616,26
1999-12-18,SRL,ZIM,Away,1617,26
1999-12-19,SRL,ZIM,Away,1618,26
2004-04-22,SRL,ZIM,Away,2212,73
2004-04-25,SRL,ZIM,Away,2214,26
2004-04-27,SRL,ZIM,Away,2216,26
2004-04-29,SRL,ZIM,Away,2218,26
2008-11-20,SRL,ZIM,Away,2901,26
2008-11-22,SRL,ZIM,Away,2902,26
2008-11-24,SRL,ZIM,Away,2904,26
2008-11-28,SRL,ZIM,Away,2906,26
2008-11-30,SRL,ZIM,Away,2907,26
2010-06-01,SRL,ZIM,Away,3115,73
2010-06-07,SRL,ZIM,Away,3119,26
2010-06-09,SRL,ZIM,Away,3120,26
2016-11-14,SRL,ZIM,Away,3959,26
2016-11-27,SRL,ZIM,Away,3965,73
1992-02-23,SRL,ZIM,Neutral,777,151
1993-02-03,SRL,ZIM,Neutral,863,156
1993-11-15,SRL,ZIM,Neutral,911,134
1997-04-03,SRL,ZIM,Neutral,1264,156
1997-04-08,SRL,ZIM,Neutral,1268,156
1998-11-07,SRL,ZIM,Neutral,1444,156
1998-11-10,SRL,ZIM,Neutral,1447,156
1999-05-22,SRL,ZIM,Neutral,1539,143
2000-10-21,SRL,ZIM,Neutral,1731,156
2000-10-25,SRL,ZIM,Neutral,1733,156
2001-10-26,SRL,ZIM,Neutral,1851,156
2001-10-30,SRL,ZIM,Neutral,1854,156
2003-03-15,SRL,ZIM,Neutral,2077,107
2003-04-07,SRL,ZIM,Neutral,2086,156
2004-09-14,SRL,ZIM,Neutral,2269,59
2004-10-09,SRL,ZIM,Neutral,2282,72
2006-10-10,SRL,ZIM,Neutral,2529,24
2009-01-12,SRL,ZIM,Neutral,2913,198
2018-01-17,SRL,ZIM,Neutral,4112,198
2018-01-21,SRL,ZIM,Neutral,4119,198
2000-04-01,WIN,ZIM,Home,1675,53
2000-04-02,WIN,ZIM,Home,1676,53
2006-04-29,WIN,ZIM,Home,2469,52
2006-04-30,WIN,ZIM,Home,2470,52
2006-05-07,WIN,ZIM,Home,2472,6
2006-05-10,WIN,ZIM,Home,2473,176
2006-05-13,WIN,ZIM,Home,2474,51
2006-05-14,WIN,ZIM,Home,2475,51
2007-03-19,WIN,ZIM,Home,2650,53
2010-03-04,WIN,ZIM,Home,3097,202
2010-03-06,WIN,ZIM,Home,3100,202
2010-03-10,WIN,ZIM,Home,3102,78
2010-03-12,WIN,ZIM,Home,3104,78
2010-03-14,WIN,ZIM,Home,3106,78
2013-02-22,WIN,ZIM,Home,3478,168
2013-02-24,WIN,ZIM,Home,3480,168
2013-02-26,WIN,ZIM,Home,3481,168
2001-06-23,WIN,ZIM,Away,1813,26
2001-07-01,WIN,ZIM,Away,1817,73
2003-11-23,WIN,ZIM,Away,2156,73
2003-11-26,WIN,ZIM,Away,2157,26
2003-11-30,WIN,ZIM,Away,2160,26
2007-11-30,WIN,ZIM,Away,2760,26
2007-12-02,WIN,ZIM,Away,2762,26
2007-12-04,WIN,ZIM,Away,2764,26
2007-12-07,WIN,ZIM,Away,2765,73
2016-11-19,WIN,ZIM,Away,3961,73
2018-03-19,WIN,ZIM,Away,4159,26
1983-06-13,WIN,ZIM,Neutral,262,143
1983-06-20,WIN,ZIM,Neutral,274,19
1992-02-29,WIN,ZIM,Neutral,785,68
1993-11-21,WIN,ZIM,Neutral,915,36
1996-02-16,WIN,ZIM,Neutral,1115,36
1999-09-02,WIN,ZIM,Neutral,1575,128
2000-07-11,WIN,ZIM,Neutral,1703,160
2000-07-16,WIN,ZIM,Neutral,1706,154
2001-01-13,WIN,ZIM,Neutral,1761,68
2001-01-23,WIN,ZIM,Neutral,1765,58
2001-02-02,WIN,ZIM,Neutral,1770,65
2001-12-09,WIN,ZIM,Neutral,1862,56
2001-12-16,WIN,ZIM,Neutral,1866,2
2006-10-08,WIN,ZIM,Neutral,2528,24
